,Position,Track Name,Artist,Stream Count/Week,URL,source,Week Ending,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
8551,152,Dior,Pop Smoke,5989239,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,79s5XnCN4TJKTVMSmOx8Ep,Dior,Meet The Woo,Pop Smoke,2019-07-26,216386,86,0.548,0.212,0.805,0.000389,0.408,-5.732,0.351,142.094,4
8552,153,Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,5960498,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6sPBi0qLI6KM3yXX56NxsA,Meia Noite (Você tem meu Whatsapp),Diferente dos Iguais,Tarcísio do Acordeon,2020-12-17,237900,78,0.709,0.685,0.816,0.0,0.146,-4.787,0.0346,150.06,4
8553,154,If the World Was Ending - feat. Julia Michaels,JP Saxe,5958098,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,86,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
8554,155,Intentions (feat. Quavo),Justin Bieber,5949854,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Changes,Justin Bieber,2020-02-14,212866,81,0.806,0.3,0.546,0.0,0.102,-6.637,0.0575,147.986,4
8555,156,ROXANNE,Arizona Zervas,5946705,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,696DnlkuDOXcMAnKlTgXXK,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,85,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,116.735,5
8556,157,ily (i love you baby) (feat. Emilee),Surf Mesa,5936550,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),Surf Mesa,2019-11-26,176546,85,0.674,0.0686,0.774,0.00188,0.393,-7.567,0.0892,112.05,4
8557,158,POPSTAR (feat. Drake),DJ Khaled,5932371,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,2020-07-17,200221,86,0.8,0.057,0.56,0.0,0.134,-4.818,0.261,163.071,4
8558,159,my ex's best friend (with blackbear),Machine Gun Kelly,5871517,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,139460,86,0.731,0.00473,0.675,0.0,0.141,-5.134,0.0434,124.939,4
8559,160,Shape of You,Ed Sheeran,5867636,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7qiZfU4dY1lWllzX7mPBI3,Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,86,0.825,0.581,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
8560,161,Perfect,Ed Sheeran,5844647,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0tgVpDi06FyKpA1z0VMD4v,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,87,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3
8561,162,Deep End,Fousheé,5839176,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6HlE9t71z9DjGi7KqSyEpA,Deep End,Deep End,Fousheé,2020-07-31,141223,82,0.711,0.758,0.592,0.0,0.156,-7.136,0.23,124.749,4
8562,163,Say You Won't Let Go,James Arthur,5821774,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,87,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.043,4
8563,164,Run Rudolph Run - Single Version,Chuck Berry,5802508,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run - Single Version,Rock 'N' Roll Rarities,Chuck Berry,1986-01-01,165733,60,0.681,0.812,0.715,9.43e-06,0.0777,-10.609,0.0912,152.132,4
8564,165,Santa Claus Is Coming To Town,The Jackson 5,5801639,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6a1hzBiTkgqTsDA0Xgfh9z,Santa Claus Is Coming To Town,Merry Christmas,The Jackson 5,1970-01-01,143773,23,0.682,0.271,0.577,0.000786,0.0796,-11.309,0.0352,147.331,4
8565,166,Way Out (feat. Big Sean),Jack Harlow,5769265,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,57VeLYXrvNxe8Vs18K2M9W,Way Out (feat. Big Sean),Thats What They All Say,Jack Harlow,2020-12-11,168906,76,0.945,0.114,0.582,0.0,0.103,-8.357,0.0719,108.025,4
8566,167,Love Not War (The Tampa Beat),Jason Derulo,5765398,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),Love Not War (The Tampa Beat),Jason Derulo,2020-11-20,192921,86,0.738,0.105,0.85,0.0,0.23,-3.049,0.0642,98.013,4
8567,168,Heat Waves,Glass Animals,5730703,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,02MWAaffLxlfxAUY7c5dvx,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06,238805,84,0.761,0.44,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4
8568,169,Santa Baby,Kylie Minogue,5687085,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2SBr3MK1sdMs8IxdRcN6qz,Santa Baby,Kylie Christmas,Kylie Minogue,2015-11-13,201653,46,0.675,0.752,0.384,0.0,0.167,-7.12,0.045,86.953,4
8569,170,Tyler Herro,Jack Harlow,5686274,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3w1WjD2zJqjBjDz5fwqQPJ,Tyler Herro,Thats What They All Say,Jack Harlow,2020-12-11,156578,76,0.792,0.0872,0.793,0.0,0.22,-6.185,0.0841,123.031,4
8570,171,"no body, no crime (feat. HAIM)",Taylor Swift,5643180,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6NriykdkRrjQMZo1sfVYUo,"no body, no crime (feat. HAIM)",evermore,Taylor Swift,2020-12-10,215626,66,0.547,0.431,0.613,0.0,0.102,-7.577,0.0264,79.011,4
8571,172,SICKO MODE,Travis Scott,5637933,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,86,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,155.008,4
8572,173,Amor ou o Litrão,Petter Ferraz,5623237,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7qmnP8Woc47dLSrMD5MxL1,Amor ou o Litrão,Amor ou o Litrão,Petter Ferraz,2020-10-16,173913,80,0.934,0.437,0.707,1.74e-05,0.0628,-4.214,0.0646,138.023,4
8573,174,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,5615888,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0ZLuW8uOXdFNWcI40C0OC2,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Thats What They All Say,Jack Harlow,2020-12-11,227478,74,0.904,0.0631,0.723,0.0,0.185,-5.224,0.26,145.013,4
8574,175,Falling,Harry Styles,5593719,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,1ZMiCix7XSAbfAJlEZWMCp,Falling,Fine Line,Harry Styles,2019-12-13,240133,87,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4
8575,176,everything i wanted,Billie Eilish,5584975,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,87,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
8576,177,Caramelo,Ozuna,5550358,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5Jm4w8jmPEBTLjI9vH4fXo,Caramelo,Enoc,Ozuna,2020-09-04,217240,73,0.735,0.0529,0.791,0.000146,0.145,-4.462,0.0679,168.087,4
8577,178,All We Got (feat. KIDDO),Robin Schulz,5535345,https://open.spotify.com/track/1FP9s72rDYty6mfoOEYKnE,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,2020-10-16,190218,84,0.504,0.286,0.76,0.0,0.151,-4.246,0.0426,183.933,4
8578,179,HACIENDO QUE ME AMAS,Bad Bunny,5512688,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,217768,83,0.584,0.869,0.411,4.47e-05,0.0955,-7.147,0.0838,169.934,4
8579,180,La Luz,Sech,5491682,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5zj8WNkBrEzlI5FKeYV4ol,La Luz,La Luz,Sech,2020-10-31,216746,81,0.665,0.427,0.697,1.39e-05,0.599,-4.819,0.154,94.053,4
8580,181,De Cora <3,Rauw Alejandro,5454238,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,22Sh5dlwbERqJAq1fZk5b2,De Cora <3,Afrodisíaco,Rauw Alejandro,2020-11-13,190100,83,0.811,0.46,0.683,4.75e-05,0.128,-2.028,0.241,176.037,4
8581,182,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,5422082,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2pXpURmn6zC5ZYDMms6fwa,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Greatest Christmas Songs,Perry Como,1999-08-20,155933,59,0.724,0.76,0.276,0.0,0.116,-12.25,0.0599,112.874,4
8582,183,Basta Você Me Ligar - Ao Vivo,Os Barões Da Pisadinha,5420988,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3rRin3LyLY92kpEbkCgwf4,Basta Você Me Ligar - Ao Vivo,DVD Novo dos Barões da Pisadinha Ao Vivo,Os Barões Da Pisadinha,2020-10-15,182976,75,0.599,0.5,0.914,0.0,0.694,-2.415,0.0629,168.008,4
8583,184,Why'd You Only Call Me When You're High?,Arctic Monkeys,5412476,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,48q0vSHcJdhK3IiXH8C5WJ,Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,2013-01-01,161123,66,0.691,0.0483,0.631,1.13e-05,0.104,-6.478,0.0368,92.004,4
8584,185,Christmas (Baby Please Come Home),Darlene Love,5394054,https://open.spotify.com/track/47ohYW8e7dxCYn9qbUMBCI,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,47ohYW8e7dxCYn9qbUMBCI,Christmas (Baby Please Come Home),"Christmas (Baby, Please Come Home)",Darlene Love,2020-12-04,166453,50,0.325,0.395,0.759,0.000362,0.0773,-7.146,0.053,126.627,4
8585,186,Go Crazy,Chris Brown,5379764,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Slime & B,Chris Brown,2020-05-08,176960,84,0.755,0.316,0.578,0.0,0.25,-8.932,0.145,94.148,4
8586,187,SAD!,XXXTENTACION,5371014,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3ee8Jmje8o58CHK66QrVC2,SAD!,?,XXXTENTACION,2018-03-16,166605,87,0.74,0.258,0.613,0.00372,0.123,-4.88,0.145,75.023,4
8587,188,I Don't Care (with Justin Bieber),Ed Sheeran,5357159,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),No.6 Collaborations Project,Ed Sheeran,2019-07-12,219946,77,0.798,0.0902,0.676,0.0,0.0894,-5.041,0.0442,101.956,4
8588,189,Step Into Christmas,Elton John,5353591,https://open.spotify.com/track/6sBWmE23q6xQHlnEZ8jYPT,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,6sBWmE23q6xQHlnEZ8jYPT,Step Into Christmas,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),Elton John,1973-10-05,272393,58,0.526,0.102,0.925,8.9e-06,0.305,-5.584,0.0363,140.308,4
8589,190,Kings & Queens,Ava Max,5318684,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7a53HqqArd4b9NF4XAmlbI,Kings & Queens,Heaven & Hell,Ava Max,2020-09-18,162398,85,0.637,0.00786,0.69,0.0,0.124,-4.057,0.0405,129.857,4
8590,191,Tequila Shots,Kid Cudi,5228871,https://open.spotify.com/track/30KctD1WsHKTIYczXjip5a,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,30KctD1WsHKTIYczXjip5a,Tequila Shots,Man On The Moon III: The Chosen,Kid Cudi,2020-12-11,193293,79,0.712,0.084,0.556,5.04e-05,0.527,-7.214,0.0531,90.494,4
8591,192,Lovesick Girls,BLACKPINK,5216705,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,194765,79,0.654,0.00559,0.707,0.0,0.0873,-5.661,0.0664,127.97,4
8592,193,Do I Wanna Know?,Arctic Monkeys,5212875,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,AM,Arctic Monkeys,2013-01-01,272394,65,0.548,0.186,0.532,0.000263,0.217,-7.596,0.0323,85.03,4
8593,194,Show Out (with Skepta & Pop Smoke),Kid Cudi,5209372,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,5CFJRZRq6sdKKtRwNPWbYv,Show Out (with Skepta & Pop Smoke),Man On The Moon III: The Chosen,Kid Cudi,2020-12-11,174960,82,0.619,0.43,0.589,0.000392,0.378,-6.531,0.124,143.896,4
8594,195,hot girl bummer,blackbear,5197025,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,everything means nothing,blackbear,2020-08-21,188343,86,0.782,0.125,0.559,0.0,0.385,-7.106,0.0767,129.992,1
8595,196,Investe Em Mim,Jonas Esticado,5191001,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,15k1TDabqSEmyXOwMq9RM7,Investe Em Mim,Investe Em Mim,Jonas Esticado,2019-12-13,186533,81,0.632,0.317,0.953,0.0,0.125,-1.283,0.0325,160.061,4
8596,197,Lance Individual,Jorge & Mateus,5152906,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,7GLWWrk1YlkPYqJK3ynIA0,Lance Individual,Lance Individual,Jorge & Mateus,2020-11-13,164458,84,0.752,0.309,0.62,0.0,0.075,-5.536,0.0509,117.399,4
8597,198,Ice Cream (with Selena Gomez),BLACKPINK,5139491,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4JUPEh2DVSXFGExu4Uxevz,Ice Cream (with Selena Gomez),THE ALBUM,BLACKPINK,2020-10-02,177813,76,0.79,0.0317,0.701,8.06e-05,0.0311,-4.81,0.365,159.972,4
8598,199,Ponte Pa' Mi,Justin Quiles,5123797,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,Ponte Pa' Mi,Justin Quiles,2020-11-20,202373,86,0.878,0.0581,0.713,0.0,0.0822,-4.566,0.0948,92.028,4
8599,200,Hayloft,Mother Mother,5068738,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq,regional-global-weekly-2020-12-25--2021-01-01.csv,2021-01-01,2kS6td1yvmpNgZTt1q5pQq,Hayloft,O My Heart,Mother Mother,2008-09-23,181680,87,0.527,0.00475,0.922,0.000162,0.422,-2.666,0.0728,95.975,4
8600,1,DÁKITI,Bad Bunny,31544941,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,205090,90,0.731,0.401,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4
8601,2,Mood (feat. iann dior),24kGoldn,23461354,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,2020-07-24,140525,95,0.7,0.221,0.722,0.0,0.272,-3.558,0.0369,90.989,4
8602,3,Blinding Lights,The Weeknd,22981042,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,96,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
8603,4,positions,Ariana Grande,21761667,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,35mvY5S1H3J2QZyna3TFe0,positions,Positions,Ariana Grande,2020-10-30,172324,93,0.737,0.468,0.802,0.0,0.0931,-4.771,0.0878,144.015,4
8604,5,BICHOTA,KAROL G,21424279,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,7vrJn5hDSXRmdXoR30KgF1,BICHOTA,BICHOTA,KAROL G,2020-10-23,178946,93,0.863,0.212,0.666,0.000493,0.103,-4.158,0.152,163.908,4
8605,6,Anyone,Justin Bieber,20640496,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,31qCy5ZaophVA81wtlwLc4,Anyone,Anyone,Justin Bieber,2021-01-01,190779,92,0.686,0.181,0.538,3.13e-06,0.113,-8.026,0.0345,115.884,4
8606,7,34+35,Ariana Grande,19518134,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,6Im9k8u9iIzKMrmV7BWtlF,34+35,Positions,Ariana Grande,2020-10-30,173710,92,0.83,0.237,0.585,0.0,0.248,-6.476,0.094,109.978,4
8607,8,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,18108073,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,Internet Money,2020-08-28,195428,86,0.8,0.25,0.658,0.0,0.111,-6.142,0.079,140.042,4
8608,9,Dynamite,BTS,17952431,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,4saklk6nie3yiGePpBwUoc,Dynamite,BE,BTS,2020-11-20,199053,92,0.746,0.0112,0.765,0.0,0.0936,-4.41,0.0993,114.044,4
8609,10,LA NOCHE DE ANOCHE,Bad Bunny,17269881,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,203200,94,0.856,0.0303,0.618,0.0,0.0866,-4.892,0.286,81.993,4
8610,11,Whoopty,CJ,16865566,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,Whoopty,CJ,2020-08-20,123262,91,0.719,0.2,0.648,0.0,0.127,-7.6,0.125,140.201,4
8611,12,WITHOUT YOU,The Kid LAROI,16638846,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,161384,95,0.662,0.213,0.413,0.0,0.134,-7.357,0.0299,93.005,4
8612,13,Therefore I Am,Billie Eilish,15928423,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,174321,91,0.889,0.218,0.34,0.13,0.055,-7.773,0.0697,94.009,4
8613,14,Levitating (feat. DaBaby),Dua Lipa,15640441,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,87,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
8614,15,What You Know Bout Love,Pop Smoke,14763875,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,160000,91,0.709,0.65,0.548,1.59e-06,0.133,-8.493,0.353,83.995,4
8615,16,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,14538257,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),Wonder,Shawn Mendes,2020-12-04,178994,80,0.64,0.0593,0.392,0.0,0.0839,-7.246,0.0574,145.838,4
8616,17,Watermelon Sugar,Harry Styles,14205168,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,91,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4
8617,18,Afterglow,Ed Sheeran,14139901,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Afterglow,Ed Sheeran,2020-12-21,185486,88,0.641,0.698,0.324,0.0,0.328,-5.851,0.0299,110.184,4
8618,19,HOLIDAY,Lil Nas X,13545304,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,6zFMeegAMYQo0mt8rXtrli,HOLIDAY,HOLIDAY,Lil Nas X,2020-11-13,154997,88,0.81,0.12,0.511,0.0,0.0832,-6.924,0.164,151.947,4
8619,20,Hawái,Maluma,13419314,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,1yoMvmasuxZfqHEipJhRbp,Hawái,PAPI JUANCHO,Maluma,2020-08-21,199112,85,0.783,0.185,0.727,2.46e-05,0.0626,-3.454,0.389,180.067,4
8620,21,willow,Taylor Swift,13314862,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,3Uo7WG0vmLQ07WB4BDwy7D,willow,evermore,Taylor Swift,2020-12-10,214706,79,0.392,0.835,0.579,0.00179,0.145,-9.195,0.164,80.961,4
8621,22,you broke me first,Tate McRae,13296954,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,regional-global-weekly-2021-01-01--2021-01-08.csv,2021-01-08,45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,92,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4
