,Position,Track Name,Artist,Stream Count/Week,URL,source,Week Ending,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
5693,94,Hasta Que Dios Diga,Anuel AA,6725686,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,246000,80,0.691,0.464,0.765,3.29e-06,0.203,-4.727,0.111,174.021,4
5694,95,Stunnin' (feat. Harm Franklin),Curtis Waters,6703177,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2D0dj3hVkRQJCp63cxCPEx,Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,2020-05-19,144000,74,0.885,0.33,0.685,0.0,0.148,-6.429,0.0627,99.954,4
5695,96,In Your Eyes,The Weeknd,6630565,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7szuecWAPwGoV1e5vGu8tl,In Your Eyes,After Hours,The Weeknd,2020-03-20,237520,87,0.667,0.00285,0.719,8.1e-05,0.0736,-5.371,0.0346,100.021,4
5696,97,ROXANNE,Arizona Zervas,6592976,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,696DnlkuDOXcMAnKlTgXXK,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,85,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,116.735,5
5697,98,Caramelo - Remix,Ozuna,6579770,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,67jvGGbJmOmVonlyX3mNkV,Caramelo - Remix,Enoc,Ozuna,2020-09-04,233160,73,0.755,0.0605,0.772,9.19e-05,0.223,-4.539,0.154,168.062,4
5698,99,Life Is Good (feat. Drake),Future,6576416,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),High Off Life,Future,2020-05-15,237918,77,0.795,0.067,0.574,0.0,0.15,-6.903,0.487,142.053,4
5699,100,cardigan,Taylor Swift,6546516,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4R2kfaDFhslZEMJqAFNpdd,cardigan,folklore,Taylor Swift,2020-07-24,239560,83,0.613,0.537,0.581,0.000345,0.25,-8.588,0.0424,130.033,4
5700,101,Be Like That - feat. Swae Lee & Khalid,Kane Brown,6519245,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,82,0.727,0.0469,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4
5701,102,Bande organisée,Kofs,6498338,https://open.spotify.com/track/205HNJ73cgpC0LAOnuQiWT,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,205HNJ73cgpC0LAOnuQiWT,Bande organisée,Bande organisée,Kofs,2020-08-15,356346,74,0.901,0.117,0.939,0.0,0.0643,-2.762,0.274,142.948,4
5702,103,Ride It,Regard,6489995,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2tnVG71enUj33Ic2nFN6kZ,Ride It,Ride It,Regard,2019-07-26,157605,87,0.88,0.177,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,4
5703,104,Believer,Imagine Dragons,6472099,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,Imagine Dragons,2017-06-23,204346,88,0.776,0.0622,0.78,0.0,0.081,-4.374,0.128,124.949,4
5704,105,If the World Was Ending - feat. Julia Michaels,JP Saxe,6467493,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,86,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,75.801,4
5705,106,Falling,Harry Styles,6448655,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,1ZMiCix7XSAbfAJlEZWMCp,Falling,Fine Line,Harry Styles,2019-12-13,240133,87,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,4
5706,107,Tick Tock (feat. 24kGoldn),Clean Bandit,6394191,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),Clean Bandit,2020-08-21,178373,83,0.779,0.369,0.705,7.91e-06,0.124,-3.895,0.0344,101.022,4
5707,108,Se Te Nota (with Guaynaa),Lele Pons,6344182,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),Se Te Nota (with Guaynaa),Lele Pons,2020-09-02,155825,86,0.905,0.0907,0.686,0.0,0.266,-3.152,0.0664,103.013,4
5708,109,Favorito,Camilo,6287135,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0jT8Nl0shPS8115is0wD2Q,Favorito,Por Primera Vez,Camilo,2020-04-17,209765,75,0.606,0.237,0.853,0.0,0.251,-2.975,0.0545,178.043,4
5709,110,Say So,Doja Cat,6281258,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3Dv1eDb0MEgF93GpLXlucZ,Say So,Hot Pink,Doja Cat,2019-11-07,237893,85,0.787,0.256,0.673,3.57e-06,0.0904,-4.577,0.158,110.962,4
5710,111,TKN (feat. Travis Scott),ROSALÍA,6262204,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALÍA,2020-05-28,129370,80,0.776,0.192,0.509,1.49e-06,0.115,-6.266,0.467,94.634,4
5711,112,Azul,J Balvin,6238542,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2lCkncy6bIB0LTMT7kvrD1,Azul,Colores,J Balvin,2020-03-19,205933,82,0.843,0.0816,0.836,0.00138,0.0532,-2.474,0.0695,94.018,4
5712,113,Lets Link,WhoHeem,6178269,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6fMzgFFGzWCwiHMzDzNpp5,Lets Link,Lets Link,WhoHeem,2020-08-20,159955,67,0.839,0.00667,0.683,0.0,0.241,-9.232,0.165,120.003,4
5713,114,everything i wanted,Billie Eilish,6156380,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,245425,87,0.704,0.902,0.225,0.657,0.106,-14.454,0.0994,120.006,4
5714,115,THE SCOTTS,THE SCOTTS,6147719,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,165977,84,0.716,0.233,0.537,0.0,0.157,-7.648,0.0514,129.979,4
5715,116,Got It On Me,Pop Smoke,6140329,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,25zlnOAzbVoOzIeXSvQFf1,Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,164579,81,0.688,0.00815,0.647,1.65e-05,0.095,-7.258,0.19,88.834,4
5716,117,Be Kind (with Halsey),Marshmello,6084146,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,2020-05-01,172761,84,0.63,0.00776,0.633,0.0,0.0541,-7.088,0.0457,93.995,4
5717,118,Parce (feat. Justin Quiles),Maluma,6047753,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),PAPI JUANCHO,Maluma,2020-08-21,248345,86,0.691,0.422,0.739,3.95e-06,0.11,-3.09,0.229,83.897,4
5718,119,Martin & Gina,Polo G,5931807,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,THE GOAT,Polo G,2020-05-15,132832,87,0.832,0.345,0.534,0.0,0.165,-7.813,0.253,93.924,4
5719,120,Say You Won't Let Go,James Arthur,5895996,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,87,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.043,4
5720,121,feel something,Bea Miller,5853753,https://open.spotify.com/track/7JDWhC422Gtk1Bq0mL3OTC,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7JDWhC422Gtk1Bq0mL3OTC,feel something,feel something,Bea Miller,2019-06-21,180161,79,0.74,0.242,0.415,0.000156,0.319,-8.914,0.0707,136.029,4
5721,122,Sunday Best,Surfaces,5823785,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,83,0.878,0.183,0.525,0.0,0.0714,-6.832,0.0578,112.022,4
5722,123,my future,Billie Eilish,5810870,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2ygvZOXrIeVL4xZmAWJT2C,my future,my future,Billie Eilish,2020-07-30,208155,80,0.444,0.795,0.309,0.132,0.352,-10.956,0.062,104.745,4
5723,124,Supalonely,BENEE,5778779,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4nK5YrxbMGZstTLbvj6Gxw,Supalonely,STELLA & STEVE,BENEE,2019-11-15,223480,81,0.863,0.305,0.631,3.04e-05,0.123,-4.689,0.0534,128.977,4
5724,125,Jocelyn Flores,XXXTENTACION,5777011,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,88,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4
5725,126,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,5766330,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,2020-07-20,190534,87,0.905,0.0187,0.647,0.0,0.282,-5.065,0.107,130.97,4
5726,127,Over Now (with The Weeknd),Calvin Harris,5764313,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,58AGoOGbwsQMhBbH0eFLRR,Over Now (with The Weeknd),Over Now (with The Weeknd),Calvin Harris,2020-08-28,210795,76,0.612,0.0759,0.884,0.00132,0.247,-4.113,0.0454,178.043,4
5727,128,I Don't Care (with Justin Bieber),Ed Sheeran,5746763,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),No.6 Collaborations Project,Ed Sheeran,2019-07-12,219946,77,0.798,0.0902,0.676,0.0,0.0894,-5.041,0.0442,101.956,4
5728,129,Madrid (feat. Myke Towers),Maluma,5714873,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,19OXtYzrJyCrQvTbfukt4H,Madrid (feat. Myke Towers),PAPI JUANCHO,Maluma,2020-08-21,198569,79,0.764,0.239,0.741,0.0,0.107,-3.617,0.101,170.081,4
5729,130,Elegí (feat. Dímelo Flow),Rauw Alejandro,5706635,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,50ZC4PM7hywH27RcCfViau,Elegí (feat. Dímelo Flow),Elegí (feat. Dímelo Flow),Rauw Alejandro,2020-03-26,197721,79,0.824,0.237,0.631,0.000116,0.0531,-2.791,0.0809,171.965,4
5730,131,Yo Perreo Sola,Bad Bunny,5593646,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-28,172127,82,0.86,0.021,0.758,6.54e-05,0.344,-5.16,0.0695,97.014,4
5731,132,All Girls Are The Same,Juice WRLD,5585025,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,87,0.671,0.0769,0.529,0.000335,0.0856,-7.226,0.307,161.989,4
5732,133,Tap In,Saweetie,5565450,https://open.spotify.com/track/4Hpib09wXgD84w4uwTPnYD,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4Hpib09wXgD84w4uwTPnYD,Tap In,Tap In,Saweetie,2020-06-17,139413,79,0.954,0.00576,0.696,0.000498,0.0754,-7.117,0.204,100.036,4
5733,134,Godzilla (feat. Juice WRLD),Eminem,5565213,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,210800,86,0.808,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4
5734,135,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,5542338,https://open.spotify.com/track/7lUdbnz7wsv3C9zzf4WHl9,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7lUdbnz7wsv3C9zzf4WHl9,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","PORFA Remix ( Feat. Maluma, Nicky Jam, Sech)",Feid,2020-06-26,333800,76,0.793,0.0765,0.737,0.0,0.0747,-4.731,0.0785,167.969,4
5735,136,Daisy,Ashnikko,5539383,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0AUvWawuP0ibk4SQ3sIZjk,Daisy,Daisy,Ashnikko,2020-07-09,146523,82,0.834,0.235,0.663,0.0,0.372,-6.143,0.133,121.876,4
5736,137,After Party,Don Toliver,5537869,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,527k23H0A4Q0UJN3vGs0Da,After Party,Heaven Or Hell,Don Toliver,2020-03-13,167915,83,0.629,0.00981,0.692,0.331,0.603,-8.045,0.0376,162.948,4
5737,138,Perfect,Ed Sheeran,5517964,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0tgVpDi06FyKpA1z0VMD4v,Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,87,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3
5738,139,Play Date,Melanie Martinez,5509563,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4DpNNXFMMxQEKl7r0ykkWA,Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,179867,84,0.68,0.612,0.729,0.0,0.224,-5.077,0.0475,123.97,4
5739,140,7 rings,Ariana Grande,5501860,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6ocbgoVGwYJhOv1GgI9NsF,7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,86,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4
5740,141,Shape of You,Ed Sheeran,5467172,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7qiZfU4dY1lWllzX7mPBI3,Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,86,0.825,0.581,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
5741,142,Safaera,Bad Bunny,5450872,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2DEZmgHKAvm41k4J3R2E9Y,Safaera,YHLQMDLG,Bad Bunny,2020-02-28,295176,83,0.607,0.0103,0.829,0.0,0.107,-4.074,0.379,96.172,4
5742,143,hot girl bummer,blackbear,5449746,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,everything means nothing,blackbear,2020-08-21,188343,86,0.782,0.125,0.559,0.0,0.385,-7.106,0.0767,129.992,1
5743,144,24 (feat. Lil Baby),Money Man,5376562,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0xUvi7wldroBzaZCengPa5,24 (feat. Lil Baby),Epidemic (Deluxe),Money Man,2020-08-21,182857,73,0.868,0.146,0.638,0.0565,0.0931,-7.746,0.0736,126.03,4
5744,145,rockstar (feat. 21 Savage),Post Malone,5372246,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,85,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4
5745,146,Someone To You,BANNERS,5344807,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2f0pn9DkEJwAzXApnFh5cr,Someone To You,Where The Shadow Ends,BANNERS,2019-10-04,219801,80,0.52,0.00517,0.903,0.0,0.254,-5.497,0.042,74.988,4
5746,147,SAD!,XXXTENTACION,5334757,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3ee8Jmje8o58CHK66QrVC2,SAD!,?,XXXTENTACION,2018-03-16,166605,87,0.74,0.258,0.613,0.00372,0.123,-4.88,0.145,75.023,4
5747,148,September,"Earth, Wind & Fire",5329256,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4f2GB5ZC7vOUYPAg69N2Xw,September,"Now, Then & Forever","Earth, Wind & Fire",2013-09-11,221520,49,0.684,0.131,0.864,0.00526,0.344,-4.819,0.0312,125.395,4
5748,149,Bohemian Rhapsody - Remastered 2011,Queen,5327730,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,A Night At The Opera (2011 Remaster),Queen,1975-11-21,354320,83,0.414,0.271,0.404,0.0,0.3,-9.928,0.0499,71.105,4
5749,150,Quiéreme Mientras Se Pueda,Manuel Turizo,5310538,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,34LI7rwi9H8w2S5KTHnv1M,Quiéreme Mientras Se Pueda,Quiéreme Mientras Se Pueda,Manuel Turizo,2020-05-01,191945,82,0.793,0.447,0.782,0.0,0.124,-3.945,0.0582,143.86,4
5750,151,Are You Bored Yet? (feat. Clairo),Wallows,5307922,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),Nothing Happens,Wallows,2019-03-22,178000,84,0.682,0.156,0.683,2.32e-05,0.273,-6.444,0.0287,120.023,4
5751,152,Rojo,J Balvin,5300666,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,380HmhwTE2NJgawn1NwkXi,Rojo,Colores,J Balvin,2020-03-19,150720,75,0.663,0.193,0.598,8.02e-05,0.0856,-4.042,0.17,172.245,4
5752,153,Oh Juliana,Niack,5220524,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,4xWzZmX4K1yyrdtRfbUvjt,Oh Juliana,Oh Juliana,Niack,2020-06-30,153077,75,0.799,0.387,0.568,0.0,0.0892,-3.089,0.25,129.63,4
5753,154,Secrets,Regard,5178107,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,66W1rVTnEv86dIkFhoiElg,Secrets,Secrets,Regard,2020-04-24,176766,81,0.848,0.0412,0.768,0.000785,0.195,-5.386,0.0373,118.961,4
5754,155,21,Polo G,5151406,https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3JKgcAa7r07ocVWcV8bS0H,21,THE GOAT,Polo G,2020-05-15,163797,83,0.783,0.149,0.479,0.0,0.101,-10.646,0.541,176.027,4
5755,156,Sweater Weather,The Neighbourhood,5147709,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,90,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
5756,157,when the party's over,Billie Eilish,5120894,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,43zdsphuZLzwA9k4DJhU0I,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,86,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4
5757,158,BXL ZOO,Damso,5101640,https://open.spotify.com/track/7BO3y8lmogACezwHqZ1HTB,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7BO3y8lmogACezwHqZ1HTB,BXL ZOO,QALF,Damso,2020-09-17,201333,68,0.745,0.0604,0.656,0.0,0.11,-6.829,0.203,137.997,4
5758,159,DEUX TOILES DE MER,Damso,5094137,https://open.spotify.com/track/7yN9Qx1HtE4c1fhakBz8Ay,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7yN9Qx1HtE4c1fhakBz8Ay,DEUX TOILES DE MER,QALF,Damso,2020-09-17,315640,67,0.521,0.582,0.39,7.43e-05,0.112,-9.726,0.128,104.106,4
5759,160,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,5076875,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,6i7zAdNhzUN2k1HcrBxPHG,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,2020-05-08,156960,84,0.798,0.0247,0.828,2.55e-06,0.121,-5.36,0.193,124.962,4
5760,161,All of Me,John Legend,5053854,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,3U4isOIWM3VvDubwSI3y7a,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,87,0.422,0.922,0.264,0.0,0.132,-7.064,0.0322,119.93,4
5761,162,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,5044495,https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,7dH9TPjTWQ60wOJkmYay8a,Blastoff (feat. Juice Wrld & Trippie Redd),B4 The Storm,Internet Money,2020-08-28,174729,71,0.761,0.114,0.517,0.0,0.157,-6.916,0.0927,147.912,4
5762,163,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,5039152,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,0ada5XsQGLPUVbmTCkAP49,Hate The Other Side (with Marshmello & The Kid Laroi),Legends Never Die,Juice WRLD,2020-07-10,160212,82,0.701,0.291,0.65,0.0,0.112,-6.313,0.104,90.003,4
5763,164,+Linda,Dalex,4997025,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,5cBrOhKDyiJF9bPGUHKkG0,+Linda,+Linda,Dalex,2020-04-20,161748,77,0.66,0.131,0.503,0.0,0.13,-5.501,0.34,175.896,4
5764,165,Beautiful People (feat. Khalid),Ed Sheeran,4995903,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,regional-global-weekly-2020-09-18--2020-09-25.csv,2020-09-25,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),No.6 Collaborations Project,Ed Sheeran,2019-07-12,197866,77,0.64,0.124,0.647,0.0,0.0801,-8.114,0.186,92.979,4
